image,mask,case,slice
experiments\preprocessed_debug\images\t2_anatomy_reader1_s008.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s008.png,t2_anatomy_reader1,8
experiments\preprocessed_debug\images\t2_anatomy_reader1_s009.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s009.png,t2_anatomy_reader1,9
experiments\preprocessed_debug\images\t2_anatomy_reader1_s010.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s010.png,t2_anatomy_reader1,10
experiments\preprocessed_debug\images\t2_anatomy_reader1_s011.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s011.png,t2_anatomy_reader1,11
experiments\preprocessed_debug\images\t2_anatomy_reader1_s012.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s012.png,t2_anatomy_reader1,12
experiments\preprocessed_debug\images\t2_anatomy_reader1_s013.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s013.png,t2_anatomy_reader1,13
experiments\preprocessed_debug\images\t2_anatomy_reader1_s014.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s014.png,t2_anatomy_reader1,14
experiments\preprocessed_debug\images\t2_anatomy_reader1_s015.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s015.png,t2_anatomy_reader1,15
experiments\preprocessed_debug\images\t2_anatomy_reader1_s016.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s016.png,t2_anatomy_reader1,16
experiments\preprocessed_debug\images\t2_anatomy_reader1_s017.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s017.png,t2_anatomy_reader1,17
experiments\preprocessed_debug\images\t2_anatomy_reader1_s018.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s018.png,t2_anatomy_reader1,18
experiments\preprocessed_debug\images\t2_anatomy_reader1_s019.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s019.png,t2_anatomy_reader1,19
experiments\preprocessed_debug\images\t2_anatomy_reader1_s020.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s020.png,t2_anatomy_reader1,20
experiments\preprocessed_debug\images\t2_anatomy_reader1_s021.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s021.png,t2_anatomy_reader1,21
experiments\preprocessed_debug\images\t2_anatomy_reader1_s022.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s022.png,t2_anatomy_reader1,22
experiments\preprocessed_debug\images\t2_anatomy_reader1_s023.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s023.png,t2_anatomy_reader1,23
experiments\preprocessed_debug\images\t2_anatomy_reader1_s024.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s024.png,t2_anatomy_reader1,24
experiments\preprocessed_debug\images\t2_anatomy_reader1_s025.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s025.png,t2_anatomy_reader1,25
experiments\preprocessed_debug\images\t2_anatomy_reader1_s026.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s026.png,t2_anatomy_reader1,26
experiments\preprocessed_debug\images\t2_anatomy_reader1_s027.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s027.png,t2_anatomy_reader1,27
experiments\preprocessed_debug\images\t2_anatomy_reader1_s028.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s028.png,t2_anatomy_reader1,28
experiments\preprocessed_debug\images\t2_anatomy_reader1_s029.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s029.png,t2_anatomy_reader1,29
experiments\preprocessed_debug\images\t2_anatomy_reader1_s030.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s030.png,t2_anatomy_reader1,30
experiments\preprocessed_debug\images\t2_anatomy_reader1_s031.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s031.png,t2_anatomy_reader1,31
experiments\preprocessed_debug\images\t2_anatomy_reader1_s032.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s032.png,t2_anatomy_reader1,32
experiments\preprocessed_debug\images\t2_anatomy_reader1_s033.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s033.png,t2_anatomy_reader1,33
experiments\preprocessed_debug\images\t2_anatomy_reader1_s034.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s034.png,t2_anatomy_reader1,34
experiments\preprocessed_debug\images\t2_anatomy_reader1_s035.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s035.png,t2_anatomy_reader1,35
experiments\preprocessed_debug\images\t2_anatomy_reader1_s036.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s036.png,t2_anatomy_reader1,36
experiments\preprocessed_debug\images\t2_anatomy_reader1_s037.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s037.png,t2_anatomy_reader1,37
experiments\preprocessed_debug\images\t2_anatomy_reader1_s038.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s038.png,t2_anatomy_reader1,38
experiments\preprocessed_debug\images\t2_anatomy_reader1_s039.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s039.png,t2_anatomy_reader1,39
experiments\preprocessed_debug\images\t2_anatomy_reader1_s040.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s040.png,t2_anatomy_reader1,40
experiments\preprocessed_debug\images\t2_anatomy_reader1_s041.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s041.png,t2_anatomy_reader1,41
experiments\preprocessed_debug\images\t2_anatomy_reader1_s042.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s042.png,t2_anatomy_reader1,42
experiments\preprocessed_debug\images\t2_anatomy_reader1_s043.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s043.png,t2_anatomy_reader1,43
experiments\preprocessed_debug\images\t2_anatomy_reader1_s044.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s044.png,t2_anatomy_reader1,44
experiments\preprocessed_debug\images\t2_anatomy_reader1_s045.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s045.png,t2_anatomy_reader1,45
experiments\preprocessed_debug\images\t2_anatomy_reader1_s046.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s046.png,t2_anatomy_reader1,46
experiments\preprocessed_debug\images\t2_anatomy_reader1_s047.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s047.png,t2_anatomy_reader1,47
experiments\preprocessed_debug\images\t2_anatomy_reader1_s048.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s048.png,t2_anatomy_reader1,48
experiments\preprocessed_debug\images\t2_anatomy_reader1_s049.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s049.png,t2_anatomy_reader1,49
experiments\preprocessed_debug\images\t2_anatomy_reader1_s050.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s050.png,t2_anatomy_reader1,50
experiments\preprocessed_debug\images\t2_anatomy_reader1_s051.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s051.png,t2_anatomy_reader1,51
experiments\preprocessed_debug\images\t2_anatomy_reader1_s052.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s052.png,t2_anatomy_reader1,52
experiments\preprocessed_debug\images\t2_anatomy_reader1_s053.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s053.png,t2_anatomy_reader1,53
experiments\preprocessed_debug\images\t2_anatomy_reader1_s054.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s054.png,t2_anatomy_reader1,54
experiments\preprocessed_debug\images\t2_anatomy_reader1_s055.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s055.png,t2_anatomy_reader1,55
experiments\preprocessed_debug\images\t2_anatomy_reader1_s056.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s056.png,t2_anatomy_reader1,56
experiments\preprocessed_debug\images\t2_anatomy_reader1_s057.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s057.png,t2_anatomy_reader1,57
experiments\preprocessed_debug\images\t2_anatomy_reader1_s058.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s058.png,t2_anatomy_reader1,58
experiments\preprocessed_debug\images\t2_anatomy_reader1_s059.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s059.png,t2_anatomy_reader1,59
experiments\preprocessed_debug\images\t2_anatomy_reader1_s060.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s060.png,t2_anatomy_reader1,60
experiments\preprocessed_debug\images\t2_anatomy_reader1_s061.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s061.png,t2_anatomy_reader1,61
experiments\preprocessed_debug\images\t2_anatomy_reader1_s062.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s062.png,t2_anatomy_reader1,62
experiments\preprocessed_debug\images\t2_anatomy_reader1_s063.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s063.png,t2_anatomy_reader1,63
experiments\preprocessed_debug\images\t2_anatomy_reader1_s064.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s064.png,t2_anatomy_reader1,64
experiments\preprocessed_debug\images\t2_anatomy_reader1_s065.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s065.png,t2_anatomy_reader1,65
experiments\preprocessed_debug\images\t2_anatomy_reader1_s066.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s066.png,t2_anatomy_reader1,66
experiments\preprocessed_debug\images\t2_anatomy_reader1_s067.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s067.png,t2_anatomy_reader1,67
experiments\preprocessed_debug\images\t2_anatomy_reader1_s068.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s068.png,t2_anatomy_reader1,68
experiments\preprocessed_debug\images\t2_anatomy_reader1_s069.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s069.png,t2_anatomy_reader1,69
experiments\preprocessed_debug\images\t2_anatomy_reader1_s070.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s070.png,t2_anatomy_reader1,70
experiments\preprocessed_debug\images\t2_anatomy_reader1_s071.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s071.png,t2_anatomy_reader1,71
experiments\preprocessed_debug\images\t2_anatomy_reader1_s072.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s072.png,t2_anatomy_reader1,72
experiments\preprocessed_debug\images\t2_anatomy_reader1_s073.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s073.png,t2_anatomy_reader1,73
experiments\preprocessed_debug\images\t2_anatomy_reader1_s074.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s074.png,t2_anatomy_reader1,74
experiments\preprocessed_debug\images\t2_anatomy_reader1_s075.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s075.png,t2_anatomy_reader1,75
experiments\preprocessed_debug\images\t2_anatomy_reader1_s076.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s076.png,t2_anatomy_reader1,76
experiments\preprocessed_debug\images\t2_anatomy_reader1_s077.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s077.png,t2_anatomy_reader1,77
experiments\preprocessed_debug\images\t2_anatomy_reader1_s078.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s078.png,t2_anatomy_reader1,78
experiments\preprocessed_debug\images\t2_anatomy_reader1_s079.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s079.png,t2_anatomy_reader1,79
experiments\preprocessed_debug\images\t2_anatomy_reader1_s080.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s080.png,t2_anatomy_reader1,80
experiments\preprocessed_debug\images\t2_anatomy_reader1_s081.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s081.png,t2_anatomy_reader1,81
experiments\preprocessed_debug\images\t2_anatomy_reader1_s082.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s082.png,t2_anatomy_reader1,82
experiments\preprocessed_debug\images\t2_anatomy_reader1_s083.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s083.png,t2_anatomy_reader1,83
experiments\preprocessed_debug\images\t2_anatomy_reader1_s084.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s084.png,t2_anatomy_reader1,84
experiments\preprocessed_debug\images\t2_anatomy_reader1_s085.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s085.png,t2_anatomy_reader1,85
experiments\preprocessed_debug\images\t2_anatomy_reader1_s086.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s086.png,t2_anatomy_reader1,86
experiments\preprocessed_debug\images\t2_anatomy_reader1_s087.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s087.png,t2_anatomy_reader1,87
experiments\preprocessed_debug\images\t2_anatomy_reader1_s088.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s088.png,t2_anatomy_reader1,88
experiments\preprocessed_debug\images\t2_anatomy_reader1_s089.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s089.png,t2_anatomy_reader1,89
experiments\preprocessed_debug\images\t2_anatomy_reader1_s090.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s090.png,t2_anatomy_reader1,90
experiments\preprocessed_debug\images\t2_anatomy_reader1_s091.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s091.png,t2_anatomy_reader1,91
experiments\preprocessed_debug\images\t2_anatomy_reader1_s092.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s092.png,t2_anatomy_reader1,92
experiments\preprocessed_debug\images\t2_anatomy_reader1_s093.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s093.png,t2_anatomy_reader1,93
experiments\preprocessed_debug\images\t2_anatomy_reader1_s094.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s094.png,t2_anatomy_reader1,94
experiments\preprocessed_debug\images\t2_anatomy_reader1_s095.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s095.png,t2_anatomy_reader1,95
experiments\preprocessed_debug\images\t2_anatomy_reader1_s096.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s096.png,t2_anatomy_reader1,96
experiments\preprocessed_debug\images\t2_anatomy_reader1_s097.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s097.png,t2_anatomy_reader1,97
experiments\preprocessed_debug\images\t2_anatomy_reader1_s098.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s098.png,t2_anatomy_reader1,98
experiments\preprocessed_debug\images\t2_anatomy_reader1_s099.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s099.png,t2_anatomy_reader1,99
experiments\preprocessed_debug\images\t2_anatomy_reader1_s100.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s100.png,t2_anatomy_reader1,100
experiments\preprocessed_debug\images\t2_anatomy_reader1_s101.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s101.png,t2_anatomy_reader1,101
experiments\preprocessed_debug\images\t2_anatomy_reader1_s102.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s102.png,t2_anatomy_reader1,102
experiments\preprocessed_debug\images\t2_anatomy_reader1_s103.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s103.png,t2_anatomy_reader1,103
experiments\preprocessed_debug\images\t2_anatomy_reader1_s104.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s104.png,t2_anatomy_reader1,104
experiments\preprocessed_debug\images\t2_anatomy_reader1_s105.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s105.png,t2_anatomy_reader1,105
experiments\preprocessed_debug\images\t2_anatomy_reader1_s106.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s106.png,t2_anatomy_reader1,106
experiments\preprocessed_debug\images\t2_anatomy_reader1_s107.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s107.png,t2_anatomy_reader1,107
experiments\preprocessed_debug\images\t2_anatomy_reader1_s108.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s108.png,t2_anatomy_reader1,108
experiments\preprocessed_debug\images\t2_anatomy_reader1_s109.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s109.png,t2_anatomy_reader1,109
experiments\preprocessed_debug\images\t2_anatomy_reader1_s110.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s110.png,t2_anatomy_reader1,110
experiments\preprocessed_debug\images\t2_anatomy_reader1_s111.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s111.png,t2_anatomy_reader1,111
experiments\preprocessed_debug\images\t2_anatomy_reader1_s112.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s112.png,t2_anatomy_reader1,112
experiments\preprocessed_debug\images\t2_anatomy_reader1_s113.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s113.png,t2_anatomy_reader1,113
experiments\preprocessed_debug\images\t2_anatomy_reader1_s114.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s114.png,t2_anatomy_reader1,114
experiments\preprocessed_debug\images\t2_anatomy_reader1_s115.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s115.png,t2_anatomy_reader1,115
experiments\preprocessed_debug\images\t2_anatomy_reader1_s116.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s116.png,t2_anatomy_reader1,116
experiments\preprocessed_debug\images\t2_anatomy_reader1_s117.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s117.png,t2_anatomy_reader1,117
experiments\preprocessed_debug\images\t2_anatomy_reader1_s118.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s118.png,t2_anatomy_reader1,118
experiments\preprocessed_debug\images\t2_anatomy_reader1_s119.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s119.png,t2_anatomy_reader1,119
experiments\preprocessed_debug\images\t2_anatomy_reader1_s120.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s120.png,t2_anatomy_reader1,120
experiments\preprocessed_debug\images\t2_anatomy_reader1_s121.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s121.png,t2_anatomy_reader1,121
experiments\preprocessed_debug\images\t2_anatomy_reader1_s122.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s122.png,t2_anatomy_reader1,122
experiments\preprocessed_debug\images\t2_anatomy_reader1_s123.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s123.png,t2_anatomy_reader1,123
experiments\preprocessed_debug\images\t2_anatomy_reader1_s124.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s124.png,t2_anatomy_reader1,124
experiments\preprocessed_debug\images\t2_anatomy_reader1_s125.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s125.png,t2_anatomy_reader1,125
experiments\preprocessed_debug\images\t2_anatomy_reader1_s126.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s126.png,t2_anatomy_reader1,126
experiments\preprocessed_debug\images\t2_anatomy_reader1_s127.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s127.png,t2_anatomy_reader1,127
experiments\preprocessed_debug\images\t2_anatomy_reader1_s128.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s128.png,t2_anatomy_reader1,128
experiments\preprocessed_debug\images\t2_anatomy_reader1_s129.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s129.png,t2_anatomy_reader1,129
experiments\preprocessed_debug\images\t2_anatomy_reader1_s130.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s130.png,t2_anatomy_reader1,130
experiments\preprocessed_debug\images\t2_anatomy_reader1_s131.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s131.png,t2_anatomy_reader1,131
experiments\preprocessed_debug\images\t2_anatomy_reader1_s132.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s132.png,t2_anatomy_reader1,132
experiments\preprocessed_debug\images\t2_anatomy_reader1_s133.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s133.png,t2_anatomy_reader1,133
experiments\preprocessed_debug\images\t2_anatomy_reader1_s134.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s134.png,t2_anatomy_reader1,134
experiments\preprocessed_debug\images\t2_anatomy_reader1_s135.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s135.png,t2_anatomy_reader1,135
experiments\preprocessed_debug\images\t2_anatomy_reader1_s136.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s136.png,t2_anatomy_reader1,136
experiments\preprocessed_debug\images\t2_anatomy_reader1_s137.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s137.png,t2_anatomy_reader1,137
experiments\preprocessed_debug\images\t2_anatomy_reader1_s138.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s138.png,t2_anatomy_reader1,138
experiments\preprocessed_debug\images\t2_anatomy_reader1_s139.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s139.png,t2_anatomy_reader1,139
experiments\preprocessed_debug\images\t2_anatomy_reader1_s140.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s140.png,t2_anatomy_reader1,140
experiments\preprocessed_debug\images\t2_anatomy_reader1_s141.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s141.png,t2_anatomy_reader1,141
experiments\preprocessed_debug\images\t2_anatomy_reader1_s142.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s142.png,t2_anatomy_reader1,142
experiments\preprocessed_debug\images\t2_anatomy_reader1_s143.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s143.png,t2_anatomy_reader1,143
experiments\preprocessed_debug\images\t2_anatomy_reader1_s144.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s144.png,t2_anatomy_reader1,144
experiments\preprocessed_debug\images\t2_anatomy_reader1_s145.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s145.png,t2_anatomy_reader1,145
experiments\preprocessed_debug\images\t2_anatomy_reader1_s146.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s146.png,t2_anatomy_reader1,146
experiments\preprocessed_debug\images\t2_anatomy_reader1_s147.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s147.png,t2_anatomy_reader1,147
experiments\preprocessed_debug\images\t2_anatomy_reader1_s148.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s148.png,t2_anatomy_reader1,148
experiments\preprocessed_debug\images\t2_anatomy_reader1_s149.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s149.png,t2_anatomy_reader1,149
experiments\preprocessed_debug\images\t2_anatomy_reader1_s150.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s150.png,t2_anatomy_reader1,150
experiments\preprocessed_debug\images\t2_anatomy_reader1_s151.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s151.png,t2_anatomy_reader1,151
experiments\preprocessed_debug\images\t2_anatomy_reader1_s152.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s152.png,t2_anatomy_reader1,152
experiments\preprocessed_debug\images\t2_anatomy_reader1_s153.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s153.png,t2_anatomy_reader1,153
experiments\preprocessed_debug\images\t2_anatomy_reader1_s154.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s154.png,t2_anatomy_reader1,154
experiments\preprocessed_debug\images\t2_anatomy_reader1_s155.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s155.png,t2_anatomy_reader1,155
experiments\preprocessed_debug\images\t2_anatomy_reader1_s156.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s156.png,t2_anatomy_reader1,156
experiments\preprocessed_debug\images\t2_anatomy_reader1_s157.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s157.png,t2_anatomy_reader1,157
experiments\preprocessed_debug\images\t2_anatomy_reader1_s158.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s158.png,t2_anatomy_reader1,158
experiments\preprocessed_debug\images\t2_anatomy_reader1_s159.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s159.png,t2_anatomy_reader1,159
experiments\preprocessed_debug\images\t2_anatomy_reader1_s160.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s160.png,t2_anatomy_reader1,160
experiments\preprocessed_debug\images\t2_anatomy_reader1_s161.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s161.png,t2_anatomy_reader1,161
experiments\preprocessed_debug\images\t2_anatomy_reader1_s162.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s162.png,t2_anatomy_reader1,162
experiments\preprocessed_debug\images\t2_anatomy_reader1_s163.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s163.png,t2_anatomy_reader1,163
experiments\preprocessed_debug\images\t2_anatomy_reader1_s164.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s164.png,t2_anatomy_reader1,164
experiments\preprocessed_debug\images\t2_anatomy_reader1_s165.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s165.png,t2_anatomy_reader1,165
experiments\preprocessed_debug\images\t2_anatomy_reader1_s166.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s166.png,t2_anatomy_reader1,166
experiments\preprocessed_debug\images\t2_anatomy_reader1_s167.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s167.png,t2_anatomy_reader1,167
experiments\preprocessed_debug\images\t2_anatomy_reader1_s168.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s168.png,t2_anatomy_reader1,168
experiments\preprocessed_debug\images\t2_anatomy_reader1_s169.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s169.png,t2_anatomy_reader1,169
experiments\preprocessed_debug\images\t2_anatomy_reader1_s170.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s170.png,t2_anatomy_reader1,170
experiments\preprocessed_debug\images\t2_anatomy_reader1_s171.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s171.png,t2_anatomy_reader1,171
experiments\preprocessed_debug\images\t2_anatomy_reader1_s172.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s172.png,t2_anatomy_reader1,172
experiments\preprocessed_debug\images\t2_anatomy_reader1_s173.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s173.png,t2_anatomy_reader1,173
experiments\preprocessed_debug\images\t2_anatomy_reader1_s174.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s174.png,t2_anatomy_reader1,174
experiments\preprocessed_debug\images\t2_anatomy_reader1_s175.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s175.png,t2_anatomy_reader1,175
experiments\preprocessed_debug\images\t2_anatomy_reader1_s176.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s176.png,t2_anatomy_reader1,176
experiments\preprocessed_debug\images\t2_anatomy_reader1_s177.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s177.png,t2_anatomy_reader1,177
experiments\preprocessed_debug\images\t2_anatomy_reader1_s178.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s178.png,t2_anatomy_reader1,178
experiments\preprocessed_debug\images\t2_anatomy_reader1_s179.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s179.png,t2_anatomy_reader1,179
experiments\preprocessed_debug\images\t2_anatomy_reader1_s180.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s180.png,t2_anatomy_reader1,180
experiments\preprocessed_debug\images\t2_anatomy_reader1_s181.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s181.png,t2_anatomy_reader1,181
experiments\preprocessed_debug\images\t2_anatomy_reader1_s182.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s182.png,t2_anatomy_reader1,182
experiments\preprocessed_debug\images\t2_anatomy_reader1_s183.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s183.png,t2_anatomy_reader1,183
experiments\preprocessed_debug\images\t2_anatomy_reader1_s184.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s184.png,t2_anatomy_reader1,184
