image,mask,case,slice
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s049.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s049.png,t2_anatomy_reader1,49
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s050.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s050.png,t2_anatomy_reader1,50
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s051.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s051.png,t2_anatomy_reader1,51
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s052.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s052.png,t2_anatomy_reader1,52
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s053.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s053.png,t2_anatomy_reader1,53
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s054.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s054.png,t2_anatomy_reader1,54
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s055.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s055.png,t2_anatomy_reader1,55
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s056.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s056.png,t2_anatomy_reader1,56
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s057.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s057.png,t2_anatomy_reader1,57
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s058.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s058.png,t2_anatomy_reader1,58
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s059.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s059.png,t2_anatomy_reader1,59
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s060.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s060.png,t2_anatomy_reader1,60
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s061.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s061.png,t2_anatomy_reader1,61
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s062.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s062.png,t2_anatomy_reader1,62
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s063.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s063.png,t2_anatomy_reader1,63
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s064.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s064.png,t2_anatomy_reader1,64
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s065.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s065.png,t2_anatomy_reader1,65
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s066.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s066.png,t2_anatomy_reader1,66
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s067.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s067.png,t2_anatomy_reader1,67
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s068.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s068.png,t2_anatomy_reader1,68
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s069.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s069.png,t2_anatomy_reader1,69
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s070.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s070.png,t2_anatomy_reader1,70
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s071.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s071.png,t2_anatomy_reader1,71
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s072.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s072.png,t2_anatomy_reader1,72
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s073.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s073.png,t2_anatomy_reader1,73
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s074.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s074.png,t2_anatomy_reader1,74
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s075.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s075.png,t2_anatomy_reader1,75
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s076.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s076.png,t2_anatomy_reader1,76
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s077.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s077.png,t2_anatomy_reader1,77
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s078.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s078.png,t2_anatomy_reader1,78
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s079.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s079.png,t2_anatomy_reader1,79
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s080.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s080.png,t2_anatomy_reader1,80
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s081.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s081.png,t2_anatomy_reader1,81
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s082.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s082.png,t2_anatomy_reader1,82
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s083.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s083.png,t2_anatomy_reader1,83
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s084.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s084.png,t2_anatomy_reader1,84
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s085.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s085.png,t2_anatomy_reader1,85
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s086.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s086.png,t2_anatomy_reader1,86
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s087.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s087.png,t2_anatomy_reader1,87
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s088.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s088.png,t2_anatomy_reader1,88
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s089.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s089.png,t2_anatomy_reader1,89
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s090.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s090.png,t2_anatomy_reader1,90
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s091.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s091.png,t2_anatomy_reader1,91
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s092.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s092.png,t2_anatomy_reader1,92
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s093.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s093.png,t2_anatomy_reader1,93
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s094.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s094.png,t2_anatomy_reader1,94
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s095.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s095.png,t2_anatomy_reader1,95
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s096.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s096.png,t2_anatomy_reader1,96
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s097.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s097.png,t2_anatomy_reader1,97
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s098.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s098.png,t2_anatomy_reader1,98
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s099.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s099.png,t2_anatomy_reader1,99
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s100.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s100.png,t2_anatomy_reader1,100
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s101.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s101.png,t2_anatomy_reader1,101
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s102.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s102.png,t2_anatomy_reader1,102
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s103.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s103.png,t2_anatomy_reader1,103
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s104.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s104.png,t2_anatomy_reader1,104
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s105.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s105.png,t2_anatomy_reader1,105
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s106.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s106.png,t2_anatomy_reader1,106
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s107.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s107.png,t2_anatomy_reader1,107
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s108.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s108.png,t2_anatomy_reader1,108
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s109.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s109.png,t2_anatomy_reader1,109
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s110.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s110.png,t2_anatomy_reader1,110
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s111.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s111.png,t2_anatomy_reader1,111
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s112.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s112.png,t2_anatomy_reader1,112
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s113.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s113.png,t2_anatomy_reader1,113
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s114.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s114.png,t2_anatomy_reader1,114
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s115.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s115.png,t2_anatomy_reader1,115
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s116.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s116.png,t2_anatomy_reader1,116
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s117.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s117.png,t2_anatomy_reader1,117
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s118.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s118.png,t2_anatomy_reader1,118
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s119.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s119.png,t2_anatomy_reader1,119
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s120.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s120.png,t2_anatomy_reader1,120
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s121.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s121.png,t2_anatomy_reader1,121
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s122.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s122.png,t2_anatomy_reader1,122
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s123.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s123.png,t2_anatomy_reader1,123
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s124.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s124.png,t2_anatomy_reader1,124
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s125.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s125.png,t2_anatomy_reader1,125
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s126.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s126.png,t2_anatomy_reader1,126
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s127.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s127.png,t2_anatomy_reader1,127
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s128.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s128.png,t2_anatomy_reader1,128
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s129.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s129.png,t2_anatomy_reader1,129
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s130.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s130.png,t2_anatomy_reader1,130
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s131.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s131.png,t2_anatomy_reader1,131
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s132.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s132.png,t2_anatomy_reader1,132
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s133.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s133.png,t2_anatomy_reader1,133
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s134.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s134.png,t2_anatomy_reader1,134
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s135.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s135.png,t2_anatomy_reader1,135
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s136.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s136.png,t2_anatomy_reader1,136
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s137.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s137.png,t2_anatomy_reader1,137
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s138.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s138.png,t2_anatomy_reader1,138
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s139.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s139.png,t2_anatomy_reader1,139
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s140.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s140.png,t2_anatomy_reader1,140
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s141.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s141.png,t2_anatomy_reader1,141
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s142.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s142.png,t2_anatomy_reader1,142
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s143.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s143.png,t2_anatomy_reader1,143
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s144.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s144.png,t2_anatomy_reader1,144
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s145.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s145.png,t2_anatomy_reader1,145
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s146.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s146.png,t2_anatomy_reader1,146
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s147.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s147.png,t2_anatomy_reader1,147
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s148.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s148.png,t2_anatomy_reader1,148
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s149.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s149.png,t2_anatomy_reader1,149
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s150.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s150.png,t2_anatomy_reader1,150
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s151.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s151.png,t2_anatomy_reader1,151
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s152.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s152.png,t2_anatomy_reader1,152
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s153.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s153.png,t2_anatomy_reader1,153
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s154.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s154.png,t2_anatomy_reader1,154
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s155.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s155.png,t2_anatomy_reader1,155
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s156.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s156.png,t2_anatomy_reader1,156
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s157.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s157.png,t2_anatomy_reader1,157
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s158.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s158.png,t2_anatomy_reader1,158
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s159.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s159.png,t2_anatomy_reader1,159
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s160.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s160.png,t2_anatomy_reader1,160
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s161.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s161.png,t2_anatomy_reader1,161
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s162.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s162.png,t2_anatomy_reader1,162
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s163.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s163.png,t2_anatomy_reader1,163
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s164.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s164.png,t2_anatomy_reader1,164
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s165.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s165.png,t2_anatomy_reader1,165
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s166.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s166.png,t2_anatomy_reader1,166
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s167.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s167.png,t2_anatomy_reader1,167
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s168.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s168.png,t2_anatomy_reader1,168
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s169.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s169.png,t2_anatomy_reader1,169
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s170.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s170.png,t2_anatomy_reader1,170
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s171.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s171.png,t2_anatomy_reader1,171
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s172.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s172.png,t2_anatomy_reader1,172
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s173.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s173.png,t2_anatomy_reader1,173
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s174.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s174.png,t2_anatomy_reader1,174
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s175.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s175.png,t2_anatomy_reader1,175
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s176.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s176.png,t2_anatomy_reader1,176
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s177.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s177.png,t2_anatomy_reader1,177
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s178.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s178.png,t2_anatomy_reader1,178
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s179.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s179.png,t2_anatomy_reader1,179
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s180.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s180.png,t2_anatomy_reader1,180
/scratch/pg2825/mri/experiments/preprocessed_debug/images/t2_anatomy_reader1_s181.png,/scratch/pg2825/mri/experiments/preprocessed_debug/masks/t2_anatomy_reader1_s181.png,t2_anatomy_reader1,181
